restaurant_id,restaurant_name,report_comment,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,魚菜,"かわいがっていただいている先輩にご招待頂き、訪問。
鰯の名店とのことですが、
旬の秋刀魚を中心に堪能。
刺身も焼きもとても美味しかったです！
女将さんの人柄も素敵でした！
また、絶対行きます！",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,魚菜,"鰯料理推しの居酒屋。
白子、天ぷら、刺身、日本酒etc.
家庭的な雰囲気で楽しめる。
こういうお店って貴重だな。
駅近なので下北沢に行ったらまた行きたい。",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,魚菜,"リーズナブルで、かつうまい居酒屋。
おじさんもアットホームな感じ。
看板料理の鰯のはさみ揚げはマストアイテム。
時期なら鮟肝もぜひ食べたい一品。",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,魚菜,美味しかったです。CPも良好です。駅に近いのもいいです。鰯姿寿しとりわけ美味しかったです。,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,魚菜,魚と日本酒が好きな人には絶対おすすめ。写真は白子の天ぷら。トロっとしてめちゃうま。,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,魚菜,"今までの人生で食べた押し寿司の中で、初登場第一位☆を飾った魚菜の「鰯の押し寿司」。
酢飯の押し加減も、違和感の〆加減もperfect!!!!!
つみれ汁と一緒に。超幸せ！！

店構えは至ってふつーの居酒屋ですが、鰯料理推しだけあって、鰯の美味しさは絶句モノです。
大将もとってもいい人。

日本酒は、2012年No.1に選ばれた、会津は廣木酒造の「飛露喜」、同酒蔵の「泉川」がおすすめとして置いてあり、も～わかってるねっ☆って感じでツボ押されまくりでした( ´艸｀)?",,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,"ブッシュ大統領や海外セレブもきたことでも有名なお店＊外国から来た方のイメージ通りな日本が再現されているという話をしながら、 鴨せいろをつまむ( ´ ? ` )?
いや～、3次会でもここのお蕎麦はツルっと入る♪朝までやっているので便利◎",,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,"鴨せいろ。

新蕎麦だった。

やや美味い。

外国人が好きそうな内装。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,キル・ビルで有名なお店。店内は縁日の屋台みたいな感じでロケーションは良いと思う。味はふつうです。。,,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,"まさにキルビルのセットでした。
楽しい居酒屋です。
料理は普通。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,本格的な日本食が気軽に美味しく食べられるお店。和太鼓があったり旅館みたいな内装になってたりで外国人のお客さんに喜ばれてました。,,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,"3.19 アメリカの映画に出てくる日本料理屋さんて感じですね～夜中3:30までで串焼きと手打ちそばが主力な創作和食屋さん。
◎フォアグラ1250x3
イチゴがのってフォアグラが見えず、見せた方が気分上がる気がするんだが～炭火で焼いたフォアグラってのもありだなと思うもソースが足りない

◎サーロイン1400x2 ★ぼんじり280 ▲銀杏300x2 ★エリンギ280 ◎牛タン580x2
◎石焼きうなぎめし1380

ちょい高めだけどかなりのキャパと遅めの営業時間は使い勝手は良さそう
#独特な空間",,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,"大統領との夕食に使われたり、ということで店員さんがものすごくしっかりしてるのかと思ったら、意外にもちょっと緩め。

お昼はとっても安い。
1000円以内でサラダ、味噌汁、漬物付きのエビ天丼や親子丼が食べられる。
+150円で半ソバをつけることも可能。

内装が綺麗だからデートに使ってもいいかも。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,"「ハリウッドの映画セットか、ここは??」

タランティーノのキルビルの撮影ロケにも利用されたという店内、ハリウッドが日本料理店を映画用セット用にデザインしたかのような設えが特徴的。外国人にはウケるね！

海老天が4本のった江戸前 海老四天丼とお蕎麦ハーフセットのランチ。お食事はオーソドックスなお味で、タランティーノ的なびっくり仰天はなし(^^)

天丼は塩天丼の衣サクサクが好きなんだけど、薄めの衣に甘めのタレのしみ込んだ海老天もご飯が進んで悪くない。

お蕎麦が案外に香りも良く、つけつゆも鰹の効いて美味でした。

ここは夜、友だちと賑やかに宴会したくなる雰囲気ー。

※江戸前海老四天丼セット 1000円

#ランチ #六本木LunchFile",,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,"毎年恒例、会社での明治神宮初詣の後の新年会は権八
15時でもOpenしてるのが使い勝手が良いですね(^o^)/
料理とビール、日本酒をたくさん頼みました

石焼きの高菜御飯と蕎麦が美味しかったです",,,,,,,,,,,,,,,,,,,,,,,
1E+11,権八 西麻布店,"久しぶりに、予約して西麻布権八！

混み方が凄い、、、(^^;;

外人の多さも目立ちます！

完全禁煙なので、お気をつけて！

西麻布で、遊ぶ時にご飯を！
ってのりでは、行けなくなってますね…",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,ゆっくりごはん,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,野菜が足りないなーというときにバイキング形式でたくさん野菜のおかずを選べます( ・∇・)野菜の天ぷらがおいしい！野菜ジュースも飲み放題です☆,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,"恵比寿駅近くの和食屋さん。
週末に友人とさくっとランチ。2000円のセットをいただきました。
和食やさんなのに店内キラキラ?！
ヘルシーなお食事にいいですね！",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,何食べても美味いし、洒落てます！,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,"某大手IT会社wの皆様との会食。
いやー、ここはそんなにお安くもないけど、ここ一番で使う場合の安定感が半端ないっすねー！
という訳で、お店選びで悩んでた自分チョイスの翌日の要個室会食も、こちら系列とさせていただきました。
系列といっても、各店特色があってメニューも同じじゃないんですよねー。",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,恵比寿駅から近く、ゆったりした店内は女子会にオススメ！和風仕立てのコースはボリュームも十分でした。,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,"女子会ランチで利用。3600円のコースでしたが、大満足の内容でした。モロヘイヤとゴーヤーのでてくるメニューがあったのですが、どう処理しても食べられなかったのにここのは臭みとか苦味が全然なくて食べれました！
お肉もお魚もご飯もデザートも、全部美味しかったです。サービスもとてもよく、久しぶりの女子会にはぴったりのお店でした。またいきたいな。
",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,送別会で利用。,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,"??会食に使える創作和食屋さん
??ワインの種類も豊富で女子受け抜群
??はらぺこ度?3.7

恵比寿駅西口から5分ほど、地下にあるお店です。
内観はおしゃれで個室もあるので、会食や女子会にもってこいの雰囲気??????

創作和食がメインなのですが、ワインに合う料理がたくさん。
カクテルやワインの種類が豊富なので、女性が間違いなく喜ぶラインナップ??????

渋谷の春秋も行ったことがありますが、こちらは少し雰囲気が違うかも。
少しきちんとしたお店でディナーを検討中ならうってつけのお店です?( 'ω' )? 

#ディナー #会食",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,雰囲気がいいので、雰囲気だけのお店かと思いきや、料理も美味しかった。チヂミとかお造りとか唐揚げとかなんでもある印象。ひとり7000-8000円で落ち着いて食事したい時に。,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,"恵比寿駅から近く、とても便利♪
いつもランチに個室で利用。
味はもちろん、目で見て楽しめるお料理ばかり?
落ち着いた雰囲気で、接客も良く、とても大好きなお店。",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,春秋ユラリ 恵比寿,ワインが進むお料理がたくさん。,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"モンキーバナナサイズ！
中身は、肉がたっぷり入っている感じが。
ライスと餃子でお腹一杯です",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"初めて行ったのは10年前くらいですが、美味しさに衝撃を受けました(=ﾟωﾟ)ﾉ

餃子でここに敵うところいまだにありません

いつも混雑してますが、是非一度は行って欲しいお店です",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"何といっても餃子！
まずはその大きさに驚きます。
ちょっと小ぶりなバナナくらいのサイズです。
しかし大きさだけでなく、味も素晴らしい。
ここは備え付けのカラシを付けて食べるのが最高ですね！",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"肉汁たっぷりの大きめ餃子！
最高でした。",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,美味しかったけど、できたら焼きたてアツアツが食べたかった。,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"噂の餃子を食べに土曜日夜に突入。店前に並んでないと思いきや、店内の階段でならんでました。

餃子は、しっとりジューシー。が、餃子イメージによくあるニンニクとニラの臭みが全くない、すごく上品な感じ。
厚い皮とあいまって、生煎たべてるんだっけと思う感じです。

前菜盛り合わせは、値段以上に種類もボリュームもあって
四人くらいで食べるならオススメです",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"特大の餃子で有名な天龍

並んでいるときも多いけど
するっと入れるときも。

なかなかの量で、3人でシェアして食べましたが、横のカップルは、なんとラーメン2種と餃子！凄いな?！

って私たちは昼なのにビール付きだし。
2件目だし。

また来よう！",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"言わずとしれた銀座の有名餃子です。
食べ応えのある大ぶりな餃子で、
間違いない一品です^ ^",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"仕事で近くに来たので！
ライスセットを…
失敗したぁ(>｡<)
8個も入ってるのに同じものオーダーしちゃった(´д｀)
美味しいけど半分で良いよねぇ
違うの頼んでシェアすれば良かったぁ(ﾉД`)
隣のお姉さんの焼そば美味しそうだったなぁ",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,銀座天龍,"餃子が美味しい銀座の名店。
入り口で食券売りのオバサンから食券(硬券)を買います。
飲み物は席でオーダー

特大餃子は一皿に8本！友人とシェアしました。

エビとセロリの中華そばも美味しかった。

餃子4本と一人前のお蕎麦だとお腹いっぱいになるので、餃子とお蕎麦はシェアして、もう一品頼んでもいいかも。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,"辛くて美味しい！
タイの家庭料理です",,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,美味しいです。いつも七時前には満席です。外観はアヤシイですが、中はゴージャス感？があり、落ち着けます。メニューがたくさんあるので、最初はどれを頼めばいいのか分かりませんでした。カレーは頼んだ方ががいいです！一緒にお米も頼むと、それもまた美味しいです。,,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,"とても混雑しているが、とってもおいしい！
辛いの&タイ料理好きの私でも満足の辛さ&お味?
接待とかは難しいけど、友達同士や気取らないデートならバッチリなお店だと思う。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,"私のタイ料理デビュー店(笑)
うん十年以上前に留学先から帰国した友達と行きました",,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,何となくパクチーづいた日はここしかない。,,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,"日曜のランチとして行ってきました。日曜はランチはやってませんでした。それでも10分くらい待ちました。
でもでもでも、そんなの関係なく価値のある美味しさでした！！
タイ料理初心者なので挑戦せずに焼きビーフン(パッタイ)950円
見た目からもう美味しいそしてお皿が少し小さめなので少ないかもと思うけど ぎゅうぎゅうに入ってたので満腹でした??
グリーンカレーも良い辛さでした！！！！！これも美味しすぎ！
ナスがゴロゴロはいってました。
鶏、豚、海老から選べました。

絶対リピします。
店員さんはタイの方なので接客もタイな感じでした笑",,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,"店内入って、東南アジアの雰囲気が味わえます
さらに、ビールの種類もいくつか向こうのものがありますし、メニューもかなり豊富で、ファーストオーダーが非常に楽しく迷えます！
友人5人とサラダ、タイ風ソーセージ、ビーフン、トムヤムクン、ドリアンアイス、？？？(かぼちゃにカスタードが乗ったもの)を食べましたがお腹いっぱいでした！
ただ、よく知ってるからと言ってトムヤムクンなめてはいけませんね(笑)一口目必ずむせますね～w",,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,パクチーも容赦なし本格的,,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,ランチセットはボリュームがあって、品数も多くとても美味しかった。,,,,,,,,,,,,,,,,,,,,,,,
1E+11,タイ国料理 バンタイ,ここは本当に美味しいです。タイに留学していた姪っ子から教えてもらったのですが、在日タイ人が良く行くお店だとの事。なるほど日本人向けに日和っていない本物のタイ料理って感じでしたよ。連れて行ったお友達にも大好評でした。一階の入口は、いかにも歌舞伎町らしい雑居ビルの雰囲気ですが、店内はわータイに来たって感じです。日本の居酒屋みたいにヘンテコな掛け声もないし、気楽に入れるいい店です。お料理は何を頼んでも美味しいです！,,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,"名物たんぽぽオムライスが絶品！
他のメニューも懐かしい洋食で、とても美味しかった！
ちょっと並んでもまた行きたいです。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,"たんぽぽオムライス

出張一人飯

ビールを飲みながらオムライス",,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,"昭和初期創業、老舗の洋食屋さんで名物のたんぽぽオムライス(伊丹十三風)をいただきました。

ナイフでぱかっと切るとトロトロ玉子が！濃厚クリーミーでうまい。流石プロがなす技！

だけど1900円はちょっと割高感ありますね^^;",,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,"タンポポオムライスふんわりやわらかくいいね。
個人的にはボルシチグッド！",,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,たんぽぽオムライス、赤ワインの効いたハヤシライス。最高です！,,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,名物たんぽぽオムライス、チキンライスにのったフワフワ卵をナイフで切ると半熟トロトロの中身が開く。これがやりたかった♪ケチャップで食べるのも美味しいが同僚のハヤシオムライスのデミグラスソースもらったらコレも濃厚で大変美味。50円のボルシチとコールスロー、オムライス待つ間につまむのに丁度良い、ボルシチは同僚は2杯目頼んだ事があるほど好物。,,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,"日本橋に出かけたので、当然のようにたいめいけんへ…。
しかし、ものすごい混雑でびっくりした。
念のため、ビルの横の立ち食い用の「麺」コーナーを見ると、待っているのは1人。さっ！と並ぶ。
ほどなく空いて、4席だけの立ち食いカウンター席へ。
ボルシチ、コールスロー、カレーライスを頼む。あわせて、850円。
カレーライスは、やさしい辛さのポークカレー。
いつ食べてもほっとする…。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,"『☆これぞ王道の ホッとするオムライス☆』
2015.9.3訪問

今日から所用がてら3泊で東京入り～。
何気にムシムシっとしてますね(>_<)
今まで、行きたいと思いながらも
スルーしてしまってましたが、
地下鉄から上がり…周りが、高層ビルで
囲まれて最初は分からなかったが…
何とか見つけて、平日の午後2時過ぎ
なのに日本人観光客や、
海外の観光客が列を作り
並んでたのには
ビックリ(*゜Q゜*)。

暫く待つこと15分…歩き疲れて
暑くて、「とりあえずビール!!」
ジョッキも、お店のロゴ入り～。
摘まみは50円のコールスロー!!
歩き疲れた体にサッパリした
コールスローが旨いね～(^^)/
ぐびぐび飲んで、オムライスが
登場～＼(^o^)／

王道のオムライスは、さすがですね!!
家では、あんな綺麗にフワッと包めません(>_<)。
フワッと包んでるから、中の卵も
フワッと感が、ちゃんと残ってます。
ケチャップライスもハムが、
良い味を引き立ててくれて、
自家製ケチャップが、これまた
甘くなく酸っぱくもなく、
卵にあうケチャップです。

王道オムライスは
東京に行った記念のネタになりますね!!

※追記 2015.9.4
フォロワーのMari Yoshioka様からの
ヒントで、『王道のオムライス』から
↓
『これぞ王道のホッとするオムライス』にフレーズ変更修正させて頂きました～☆
Mariさんお忙しいところ
コメントで
ヒントをくださり
ありがとうございます☆感謝～(^^)/",,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,"チャーシューめん　￥950コールスロー￥50

お江戸日本橋ど真ん中の東京を代表する洋食屋さんの古典ラーメンですが、東京ラーメンをおさらいする上では重要なラーメンでもあります。
さすがにシャープさとか深い出汁とかとは無縁ですが、親しみやすいラーメンであることは間違いなし。
食紅で縁取られた叉焼はきっちりと仕上げられた逸品！
セレブな方も多いなか、レストランの方でいただきました。
ブイヨンが効いたスープに食紅の縁取りの懐かしい焼き豚タイプの叉焼
日本の代表的な洋食屋さんであるために肉もプリっとした仕上げ。
お急ぎの方は建物横に設置されているラーメンカウンターでもいただけますしね。
オムライスの超有名店ですが、ラーメンも昭和のいい時代の味が感じられるようでした。
何かの記念日とかにもきっといいですね～～～",,,,,,,,,,,,,,,,,,,,,,,
1E+11,たいめいけん,"日本橋勤務たるもの、一度は行ってみたかった「たいめいけん」！12時前に行ったら20分待ちくらいでした
たんぽぽオムライス（1950円）と、50円のコールスローを。
卵をナイフで切ってパカーって開くのが至福すぎました。これだけで価値があるなと思います?
でも女性1人が食べるにはちょっと大きすぎるかも！

また行きたいけど混んでるんだろうな（´-`）.｡oO（",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,"蟹のカチューシャをして食べる。
ハロウィンや誕生日時にオススメです。

手づかみで最初は遠慮がちに食べてるけど、手も髪も服まで蟹まみれになるので、相手選ぶかも。
私だけ?

ビールがすすむ。次回は夜に。",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,"甲殻類を素手で食べ尽くすdancing crab。シーザーサラダやチップス、エビのフライ、そして待ちに待ったカニ！

店員さんのダンスやテキーラ！生ビールサーバーに大興奮。カニのカチューシャもいい味出してます。",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,"ランチコース＠2500
サラダ、パン、スープ付きです。

ソースは四種類から選べます♪
途中でダンスタイム？もありワイワイと楽しみながらご飯が食べれます(*^^*)",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,味は美味しかったですが服にソースが飛び散るので汚れてもかまわない服を着ていった方が良いです。,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,"今話題の手づかみシーフード。
手づかみ、正直抵抗ある！

あと、たまに店員さん踊ってます。
音楽が大音量なので、話をするのには向かないです。",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,手掴みで豪快にシーフードをかぶりつき最高！,,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,"ハロウィン仕様になってましたっ??手づかみで食べることは噂通りでしたが、サラダなども手づかみなのはちょっと抵抗がありました。
味はとっても美味しかったです。常にクラブミュージックがかかってるんだけど、30分に1回くらいで店員がダンスする。
切れの悪い、そして決してスタイルもいいとは言えない人たちがTシャツ、短パンで。
お客さんに一緒に踊りましょうとかの誘導もありましたよ。
常に曲が大きめなので会話を楽しみたいカップルや女子会には不向き。
誕生日や打ち上げなどの大人数であればより盛り上がります。
カニのカチューシャや被り物は無料貸し出しでした(*???*)?",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,"ちょっと気になっていたﾀﾞﾝｼﾝｸﾞｸﾗﾌﾞへ！
皆さんの投稿通り、なかなか被り物はオヤジ三人には回ってきません。
たくさん食べたり飲んだりすると言うより、ダンスパフォーマンス？など含めて楽しむ所ですね♪",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,"シーフードうまし！
会社の後輩ちゃんの送別会で利用しました。
手がベタベタになるけど、それがまたたのしかった！
海老もカニも美味でしたが、クラブケーキが一番美味しかったです",,,,,,,,,,,,,,,,,,,,,,,
1.00001E+11,ダンシングクラブ,手づかみでカニやエビを楽しみながらたくさん食べれます！,,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,ランチに同僚と六本木 豚組しゃぶ庵のブュッフェへ。1000円でおばんざいから、冷しゃぶ、カレー、鮭の炊き込みご飯、豚汁が食べ放題。お腹空いてたから一気に食べちゃいました！これはお得！,,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,昼間はビュッフェスタイル。豊富なメニューでどれもなかなかの味。これで1000円なら文句ないでしょう！,,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,"ランチの和食ビュッフェ。

なめこご飯、ポン酢と塩ダレのしゃぶしゃぶ、うどん、たくさんの小鉢、肉じゃがなど好きに選べるし、どれも精度か高くて美味しいし、素敵ランチでした。

前払いの1000円でした。
混むので12時半以降がオススメ。
写真は撮り忘れました。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,"この立地でランチバイキング1,000円はリーズナブル！

和食中心のバイキングで、きんぴらゴボウ、お豆腐、胡麻和え、サラダ、豚汁などなど身体喜ぶメニューです。こちら豚さんが売りのお店なので、冷しゃぶ、生姜焼きなどもありました。しかも手抜きな感じがせずちゃんと作られていて好印象。年配の方やお一人男性もちらほら。一人だと相席になる確率たかしですが、窓際で開放感あります。

店内も和と洋の融合したお洒落で素敵です。また夜来てみたいな?と思います^ ^",,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,"個室は予約なしで入れたらlucky(^_-)
うす～～く切ってあるのに箸でしっか～～りつかめる。金白(^0_0^)",,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,"同僚とランチブッフェへ。
メニューの種類が豊富でどれも美味しいです！
カレーがおすすめです。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,"馬のしゃぶしゃぶがたべれるお店！
個室はお洒落な中華屋さんみたいなかんじでよかったです！
馬しゃぶはレアで充分美味しくたべれますっ",,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,お昼のビュッフェ形式な。1000円でこれは満足度高し。混み具合もなかなかなので早めをおすすめ。気軽にいきましょう。俺ログ3.3,,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,"しゃぶしゃぶ食べ放題と飲み放題で綺麗に残さず食べれば4600円。
お肉は2種類(ロースとバラ？)、タレは4種類でゴマ、蕎麦つゆ、ポン酢、塩タレと数種調味料があって飽きない。
特にゴマダレにラー油を入れると担々麺風味で美味しかったです。
飲み放題もビールがレーベンブロイやハートランドがあって良かったのです。",,,,,,,,,,,,,,,,,,,,,,,
1E+11,豚組 しゃぶ庵,"土曜日のランチに、夫と夫の後輩と行きました。

お目当はランチブッフェ。
この立地で1000円は安い！！
ビールは400円と少しお高め。

時間制限はなかった様子。
平日や混雑時はあるのかも？

週末の12:30ごろ行きましたが、５分くらい並んだら入れました。
店内は、古い洋館のような雰囲気で味があります。
学生っぽい人や主婦、カップルやお一人様なんかが多かった。

メニューの数は多くはないけど、根菜と豚肉の煮物、冷しゃぶ、トンテキ、豚汁の他にサラダや冷やし中華麺、カレー、焼き魚なんかもあって「豚だけ！」という感じではなく、飽きなくていい。

なかでも美味しかったのは、高菜がふんだんに入った高菜ご飯。
ご飯と高菜の割合が6：4？てくらい、高菜がたくさん入ってます。

デザートはオレンジのみ。
でも1000円でこれはかなりのお得感！",,,,,,,,,,,,,,,,,,,,,,,
1E+11,Hibusuma,"ご近所の点心のお店
小籠包と餃子が美味です",,,,,,,,,,,,,,,,,,,,,,,
1E+11,Hibusuma,小籠包がおいしい。内装もとってもすてき。,,,,,,,,,,,,,,,,,,,,,,,
1E+11,Hibusuma,"ランチで何度か行ってます。小籠包と雲呑という組み合わせのセットを頼みました！すごく美味しい！麺類や餃子も美味しいですよ！
お店の雰囲気も緑が沢山のノスタルジックアジアンテイストで好きです??",,,,,,,,,,,,,,,,,,,,,,,
